AnimalID,Age,Sex,GenoType,Strain,ExpName,Housing,LightCycle,PISiteUser,SessionName,Image,Image_Description,Analysis_Name,Schedule_Name,Max_Number_Trials,Max_Schedule_Time,Date_Time,CORRECT REWARD COLLECTION _1,CORRECT REWARD COLLECTION _2,CORRECT REWARD COLLECTION _3,CORRECT REWARD COLLECTION _4,CORRECT REWARD COLLECTION _5,CORRECT REWARD COLLECTION _6,CORRECT REWARD COLLECTION _7,CORRECT REWARD COLLECTION _8,CORRECT REWARD COLLECTION _9,CORRECT REWARD COLLECTION _10,CORRECT REWARD COLLECTION _11,CORRECT REWARD COLLECTION _12,CORRECT REWARD COLLECTION _13,CORRECT REWARD COLLECTION _14,CORRECT REWARD COLLECTION _15,CORRECT REWARD COLLECTION _16,CORRECT REWARD COLLECTION _17,CORRECT REWARD COLLECTION _18,CORRECT REWARD COLLECTION _19,CORRECT REWARD COLLECTION _20,CORRECT REWARD COLLECTION _21,CORRECT REWARD COLLECTION _22,CORRECT REWARD COLLECTION _23,CORRECT REWARD COLLECTION _24,CORRECT REWARD COLLECTION _25,CORRECT REWARD COLLECTION _26,CORRECT REWARD COLLECTION _27,CORRECT REWARD COLLECTION _28,CORRECT REWARD COLLECTION _29,CORRECT REWARD COLLECTION _30,CORRECT REWARD COLLECTION _31,CORRECT REWARD COLLECTION _32,CORRECT REWARD COLLECTION _33,CORRECT REWARD COLLECTION _34,CORRECT REWARD COLLECTION _35,CORRECT REWARD COLLECTION _36,CORRECT TOUCH LATENCY _1,CORRECT TOUCH LATENCY _2,CORRECT TOUCH LATENCY _3,CORRECT TOUCH LATENCY _4,CORRECT TOUCH LATENCY _5,CORRECT TOUCH LATENCY _6,CORRECT TOUCH LATENCY _7,CORRECT TOUCH LATENCY _8,CORRECT TOUCH LATENCY _9,CORRECT TOUCH LATENCY _10,CORRECT TOUCH LATENCY _11,CORRECT TOUCH LATENCY _12,CORRECT TOUCH LATENCY _13,CORRECT TOUCH LATENCY _14,CORRECT TOUCH LATENCY _15,CORRECT TOUCH LATENCY _16,CORRECT TOUCH LATENCY _17,CORRECT TOUCH LATENCY _18,CORRECT TOUCH LATENCY _19,CORRECT TOUCH LATENCY _20,CORRECT TOUCH LATENCY _21,CORRECT TOUCH LATENCY _22,CORRECT TOUCH LATENCY _23,CORRECT TOUCH LATENCY _24,CORRECT TOUCH LATENCY _25,CORRECT TOUCH LATENCY _26,CORRECT TOUCH LATENCY _27,CORRECT TOUCH LATENCY _28,CORRECT TOUCH LATENCY _29,CORRECT TOUCH LATENCY _30,CORRECT TOUCH LATENCY _31,CORRECT TOUCH LATENCY _32,CORRECT TOUCH LATENCY _33,CORRECT TOUCH LATENCY _34,CORRECT TOUCH LATENCY _35,CORRECT TOUCH LATENCY _36,END SUMMARY - % CORRECT _1,END SUMMARY - CONDITION _1,END SUMMARY - INCORRECT TOUCHES _1,END SUMMARY - TRIALS COMPLETED _1,INCORRECT TOUCH LATENCY _1,INCORRECT TOUCH LATENCY _2,INCORRECT TOUCH LATENCY _3,INCORRECT TOUCH LATENCY _4,INCORRECT TOUCH LATENCY _5,INCORRECT TOUCH LATENCY _6,INCORRECT TOUCH LATENCY _7,INCORRECT TOUCH LATENCY _8,INCORRECT TOUCH LATENCY _9,INCORRECT TOUCH LATENCY _10,INCORRECT TOUCH LATENCY _11,INCORRECT TOUCH LATENCY _12,INCORRECT TOUCH LATENCY _13,INCORRECT TOUCH LATENCY _14,INCORRECT TOUCH LATENCY _15,INCORRECT TOUCH LATENCY _16,INCORRECT TOUCH LATENCY _17,INCORRECT TOUCH LATENCY _18,INCORRECT TOUCH LATENCY _19,INCORRECT TOUCH LATENCY _20,INCORRECT TOUCH LATENCY _21,INCORRECT TOUCH LATENCY _22,INCORRECT TOUCH LATENCY _23,CORRECT REWARD COLLECTION _37,END SUMMARY - NO CORRECTION TRIALS _1,INCORRECT TOUCH LATENCY _24
lw77x139,3_6       ,m,B6129SF2/J,3xTG-AD,FB_AD_PAL ,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Flavio-Beraldo,PAL-Acquisition,<img src ="../assets/task_images/8000x600-flower-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-plane-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-spider-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>,,PAL Aquisition,Mouse dPAL acquisition 1 v3,36,3600,1/27/2015 3:28:51 PM,1.439,1.076,1.753,1.056,0.998,1.134,1.26,1.038,1.325,1.12,0.964,1.027,2.43,1.251,1.104,1.244,1.125,0.912,1.309,1.304,1.063,1.14,1.523,1.008,0.996,0.917,1.189,1.355,1.613,0.792,4.733,1.131,1.178,1.175,1.097,1.147,12.886,3.218,4.767,3.474,1.893,2.233,2.581,2.406,8.956,4.885,2.935,3.02,2.466,1.588,1.324,10.731,7.77,7.409,2.773,1.029,6.763,4.446,2.402,6.171,3.717,8.839,4.738,10.522,4.81,15.993,5.765,2.783,2.891,11.963,5.586,5.507,100,1355.422,108,36,0.977,1.577,3.516,1.526,3.771,1.737,1.193,5.015,1.042,4.433,3.004,0.974,1.563,2.697,5.308,1.521,1.507,2.65,4.458,2.784,,,,,,
lw78x140,3_6       ,m,B6129SF2/J,3xTG-AD,FB_AD_PAL ,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Flavio-Beraldo,PAL-Acquisition,<img src ="../assets/task_images/8000x600-flower-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-plane-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-spider-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>,,PAL Aquisition,Mouse dPAL acquisition 1 v3,36,3600,1/30/2015 4:26:58 PM,2.336,1.706,1.23,2.122,1.69,1.192,1.343,1.953,1.53,1.96,1.313,1.215,1.432,1.031,1.198,1.704,1.152,1.228,1.182,1.325,1.069,5.638,1.59,1.192,1.547,1.787,5.67,18.331,3.853,3.092,1.027,0.874,1.438,1.655,1.824,1.099,3.162,15.614,10.187,3.309,4.517,13.932,1.111,5.464,1.685,0.637,0.893,2.241,1.797,1.17,1.863,0.949,1.051,1.071,0.872,0.8,4.13,5.358,2.56,1.073,0.948,4.647,6.951,1.983,11.961,1.824,1.925,2.44,1.152,1.521,0.651,5.185,100,1057.228,67,36,5.959,3.272,1.399,3.362,2.522,1.611,0.937,2.297,0.796,0.932,1.465,3.26,8.365,1.11,,,,,,,,,,,,
lw248f310,3_6       ,m,B6SJLF1/J,5XFAD,FB_AD_PAL ,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Flavio-Beraldo,PAL-Acquisition,<img src ="../assets/task_images/8000x600-flower-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-plane-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-spider-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>,,PAL Aquisition,Mouse dPAL acquisition 1 v3,36,3600,9/26/2015 12:40:16 PM,0.818,1.07,0.815,1.206,0.868,1.027,0.867,0.868,1.324,1.237,1.052,0.929,0.948,0.834,2.289,0.791,1.504,0.745,1.042,1.639,0.991,0.987,1.032,0.925,1.166,1.805,1.093,1.255,0.895,1.059,1.658,0.736,1.007,1.167,0.751,1.719,19.238,11.681,1.045,7.795,5.906,3.465,1.738,9.728,8.561,3.348,5.877,4.268,2.688,1.754,4.696,1.277,7.527,1.355,1.795,3.821,1.868,1.028,8.291,7.393,1.764,2.83,2.746,2.795,2.122,4.053,5.277,2.372,13.032,2.466,2.3,5.446,100,1059.829,55,36,7.849,10.198,1.705,2.355,5.316,2.397,4.233,2.346,2.396,2.39,3.526,5.272,1.291,2.833,3.912,1.895,3.057,,,,,,,,,
lw249f311,3_6       ,m,B6SJLF1/J,5XFAD,FB_AD_PAL ,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Flavio-Beraldo,PAL-Acquisition,<img src ="../assets/task_images/8000x600-flower-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-plane-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-spider-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>,,PAL Aquisition,Mouse dPAL acquisition 1 v3,36,3600,10/5/2015 1:50:04 PM,0.773,0.699,0.931,0.833,0.974,0.8,0.742,0.741,0.764,0.922,0.774,0.693,0.658,0.762,0.639,1.02,0.681,0.751,0.598,0.898,1.5,0.717,0.733,0.814,1.353,0.781,0.801,0.706,1.124,0.81,0.771,0.618,0.729,0.818,1.321,0.779,1.231,1.081,4.184,1.46,3.941,0.801,2.347,0.607,2.502,3.456,1.958,1.678,1.533,7.006,1.788,2.239,5.241,13.289,11.634,2.117,11.904,3.565,2.299,3.187,1.19,1.576,4.963,4.009,1.357,2.684,4.698,5.407,0.732,1.054,4.305,2.822,100,1354.071,78,36,1.483,1.005,0.607,0.63,2.383,0.923,1.684,0.634,0.623,1.17,10.948,3.739,1.527,3.549,2.462,1.777,4.931,1.103,,,,,,,,
lw250f312,3_6       ,m,B6SJLF1/J,5XFAD,FB_AD_PAL ,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Flavio-Beraldo,PAL-Acquisition,<img src ="../assets/task_images/8000x600-flower-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-plane-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-spider-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>,,PAL Aquisition,Mouse dPAL acquisition 1 v3,36,3600,9/24/2015 2:36:11 PM,0.872,0.913,0.918,1.153,1.162,0.854,1.337,2.784,1.424,0.959,0.842,1.096,2.496,1.312,0.969,1.305,0.853,0.943,0.887,1.546,1.024,1.44,1.059,1.601,0.968,0.836,1.334,1.245,1.48,1.076,11.27,1.329,0.871,1.289,1.099,0.91,1.992,2.534,21.899,1.287,26.749,1.113,3.758,5.09,10.189,3.657,7.743,1.065,6.703,3.738,31.408,4.223,5.852,3.593,0.941,6.807,8.218,2.87,19.655,10.554,5.134,12.085,21.464,13.506,12.345,4.557,11.587,3.596,3.232,30.546,28.221,4.329,100,1323.007,90,36,1.526,2.616,2.285,2.276,1.096,4.349,0.907,3.448,2.176,6.307,3.679,4.376,10.802,4.453,1.564,6.711,15.683,8.484,,,,,,,,
lw251f313,3_6       ,m,B6SJLF1/J,5XFAD,FB_AD_PAL ,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Flavio-Beraldo,PAL-Acquisition,<img src ="../assets/task_images/8000x600-flower-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-plane-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-spider-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>,,PAL Aquisition,Mouse dPAL acquisition 1 v3,36,3600,9/24/2015 2:36:13 PM,0.832,0.728,0.709,0.936,0.968,0.749,0.83,0.749,0.726,0.842,0.749,0.835,0.795,1.002,0.95,0.948,0.735,1.693,1.058,1.456,1.449,0.691,0.906,3.048,0.921,0.955,0.936,0.844,0.876,0.931,0.851,0.688,0.86,1.233,0.955,0.764,2.122,3.551,1.093,1.602,3.629,0.905,3.306,5.574,1.733,1.42,5.111,1.414,10.948,9.591,9.611,8.255,11.242,6.484,3.523,5.045,2.302,14.737,5.821,1.236,44.373,3.612,8.684,2.025,1.834,25.138,7.595,2.347,6.167,3.238,3.225,3.074,100,1051.999,72,36,1.627,1.847,1.818,1.495,2.07,3.664,2.027,1.187,6.032,2.894,2.019,4.824,4.478,1.8,1.441,,,,,,,,,,,
lw253f315,3_6       ,m,B6SJLF1/J,5XFAD,FB_AD_PAL ,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Flavio-Beraldo,PAL-Acquisition,<img src ="../assets/task_images/8000x600-flower-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-plane-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-spider-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>,,PAL Aquisition,Mouse dPAL acquisition 1 v3,36,3600,10/6/15 11:59:56 AM,1.5,0.982,0.784,0.93,0.918,0.996,0.856,0.899,1.175,1.225,1.233,0.88,1.095,0.77,1.153,0.955,1.172,1.095,1.904,1.632,0.84,1.368,0.841,0.823,1.645,1.067,0.988,0.994,1.763,1.043,1.101,0.752,0.941,7.386,1.094,1.039,1.21,2.035,6.424,2.852,1.556,10.74,1.465,2.151,2.395,14.341,6.133,1.129,3.079,2.666,2.548,1.516,3.072,11.134,2.623,5.233,1.352,1.058,3.145,2.11,1.19,3.266,1.454,1.683,29.575,1.926,2.013,9.962,8.546,3.187,2.53,6.435,100,1208.846,112,36,1.444,1.546,3.127,2.279,1.621,1.248,0.911,8.23,1.305,0.957,1.869,1.501,9.25,1.599,3.244,,,,,,,,,,,
lw65x127,3_6       ,m,B6129SF2/J,3xTG-AD,FB_AD_PAL ,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Flavio-Beraldo,PAL-Acquisition,<img src ="../assets/task_images/8000x600-flower-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-plane-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-spider-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>,,PAL Aquisition,Mouse dPAL acquisition 1 v3,30,3600,1/25/2015 3:59:12 PM,1.35,1.841,1.532,1.202,1.23,1.212,1.264,1.31,5.444,1.764,1.379,1.214,1.369,1.227,1.821,2.037,1.869,2.276,1.476,1.391,4.612,1.404,1.42,1.319,1.47,1.298,2.004,1.201,1.659,6.718,,,,,,,64.256,11.497,40.876,10.874,14.566,6.323,8.812,6.605,14.771,24.199,68.637,14.979,4.281,9.195,39.305,41.28,42.346,41.798,23.413,14.077,66.616,13.648,30.79,13.626,23.346,53.038,28.107,16.296,16.394,3.278,,,,,,,100,3093.33,70,30,9.415,11.878,11.579,20.848,27.084,28.267,37.767,15.031,21.789,10.543,28.407,18.041,50.316,11.949,13.408,,,,,,,,,,,
lw254f316,3_6       ,m,B6SJLF1/J,5XFAD,FB_AD_PAL ,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Flavio-Beraldo,PAL-Acquisition,<img src ="../assets/task_images/8000x600-flower-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-plane-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-spider-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>,,PAL Aquisition,Mouse dPAL acquisition 1 v3,36,3600,10/5/15 2:00:21 PM,0.983,0.849,1.013,1.284,0.933,1.279,1.126,0.78,0.909,0.766,0.745,0.681,1.116,0.966,3.315,0.958,0.837,0.974,0.821,0.848,1.188,0.913,2.022,0.793,0.816,1.189,0.831,1.235,0.99,2.297,1.049,0.769,0.777,0.86,0.954,0.882,14.605,4.742,3.985,7.73,1.271,10.148,2.85,4.152,4.058,6.616,1.389,0.897,3.071,1.214,10.543,3.881,9.284,2.595,0.882,18.291,1.455,6.53,4.408,6.911,1.184,4.409,5.181,11.811,1.871,1.908,2.417,2.212,2.431,6.312,4.32,1.699,100,1072.43,114,36,4.438,1.674,1.268,0.812,3.245,1.979,3.262,1.325,5.156,1.031,1.549,1.267,16.559,3.046,2.298,1.783,1.069,1.957,1.608,2.617,,,,,,
lw255f317,3_6       ,m,B6SJLF1/J,5XFAD,FB_AD_PAL ,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Flavio-Beraldo,PAL-Acquisition,<img src ="../assets/task_images/8000x600-flower-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-plane-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-spider-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>,,PAL Aquisition,Mouse dPAL acquisition 1 v3,36,3600,9/26/15 2:07:39 PM,1.136,1.008,0.655,0.846,1.976,1.198,0.986,0.813,0.882,1.302,1.983,0.912,0.866,1.321,0.976,1.65,0.706,0.789,1.091,0.886,0.821,1.341,0.662,1.254,0.928,1.253,0.791,1.016,1.54,7.278,1.408,1.691,1.006,1.412,1.109,0.794,10.088,20.652,14.506,3.335,9.563,3.025,3.606,0.965,1.812,8.933,1.472,1.121,3.524,24.268,3.669,2.075,1.044,3.579,0.883,2.431,6.116,16.783,6.512,3.155,13.406,3.772,40.738,2.302,6.04,27.623,46.048,8.333,2.093,7.233,2.43,1.275,100,1910.382,72,36,8.275,13.517,0.979,1.673,1.349,16.499,1.029,5.236,6.314,5.516,1.317,12.829,0.83,42.909,3.675,,,,,,,,,,,
lw257f319,3_6       ,m,B6SJLF1/J,5XFAD,FB_AD_PAL ,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Flavio-Beraldo,PAL-Acquisition,<img src ="../assets/task_images/8000x600-flower-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-plane-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-spider-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>,,PAL Aquisition,Mouse dPAL acquisition 1 v3,36,3600,9/24/2015 2:43:22 PM,1.026,1.248,1.031,0.791,1.014,1.072,1.488,1.083,0.886,1.13,0.885,1.077,1.013,1.088,1.669,0.686,1.44,1.422,5.027,1.036,1.073,1.127,0.986,1.043,1.252,1.47,1.295,0.999,1.056,0.821,1.08,0.713,1.082,1.111,1.401,1.011,3.082,9.615,10.354,3.238,10.185,15.168,27.611,40.165,8.277,18.119,8.093,6.666,1.743,1.382,3.104,6.143,8.17,5.962,6.928,4.05,2.636,5.374,3.252,13.903,8.027,6.015,6.136,3.636,6.183,6.195,17.954,42.796,3.003,1.99,16.256,1.754,100,1287.043,94,36,2.465,13.715,32.059,2.757,3.726,3.682,1.47,1.466,1.505,4.475,4.543,2.607,4.84,8.581,10.174,,,,,,,,,,,
lw258f320,3_6       ,m,B6SJLF1/J,5XFAD,FB_AD_PAL ,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Flavio-Beraldo,PAL-Acquisition,<img src ="../assets/task_images/8000x600-flower-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-plane-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-spider-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>,,PAL Aquisition,Mouse dPAL acquisition 1 v3,36,3600,10/5/2015 1:45:01 PM,0.904,0.815,0.736,0.684,0.703,0.725,0.661,0.783,0.82,0.793,0.721,1.544,0.796,2.261,14.264,1.275,0.795,0.978,0.68,0.694,0.962,0.695,0.708,0.692,0.929,0.672,0.748,0.803,0.668,0.732,0.817,0.776,0.702,0.896,0.743,1.235,1.004,2.711,1.39,1.942,3.303,0.967,9.842,13.943,5.152,8.279,6.564,1.227,1.535,19.977,12.3,4.301,1.666,23.967,6.962,2.515,16.221,8.45,8.479,1.02,9.066,13.45,4.749,18.227,7.983,4.155,3.422,7.201,7.183,1.751,5.111,1.367,100,1115.413,157,36,1.494,3.586,1.866,0.998,5.724,1.7,1.536,5.714,6.073,1.335,1.978,5.734,2.949,4.911,14.612,6.756,2.746,1.037,4.851,3.318,,,,0.741,,
lw259f321,3_6       ,m,B6SJLF1/J,5XFAD,FB_AD_PAL ,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Flavio-Beraldo,PAL-Acquisition,<img src ="../assets/task_images/8000x600-flower-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-plane-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-spider-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>,,PAL Aquisition,Mouse dPAL acquisition 1 v3,36,3600,9/24/2015 2:43:27 PM,1.726,1.004,1.051,1.54,1.212,0.891,1.571,3.994,1.458,1.416,1.309,1.298,1.16,2.621,2.706,1.151,1.859,3.271,1.173,1.29,1.29,1.031,1.179,1.215,6.97,1.422,1.549,2.015,1.182,1.07,4.671,0.924,1.334,1.095,1.486,0.996,13.672,23.886,11.755,3.368,5.141,12.906,7.08,59.168,12.173,41.857,11.811,120.125,9.876,7.726,2.865,94.983,27.402,11.366,38.685,31.856,12.667,10.439,10.925,9.742,10.473,67.043,40.781,100.29,22.6,23.141,9.679,33.338,12.956,30.601,16.053,37.037,100,2003.501,89,36,8.337,4.697,53.825,3.231,6.624,4.543,3.194,2.05,31.553,5.52,4.488,8.656,6.876,50.163,3.76,10.077,14.12,4.304,,,,,,,,
lw260f322,3_6       ,m,B6SJLF1/J,5XFAD,FB_AD_PAL ,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Flavio-Beraldo,PAL-Acquisition,<img src ="../assets/task_images/8000x600-flower-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-plane-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-spider-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>,,PAL Aquisition,Mouse dPAL acquisition 1 v3,36,3600,10/8/2015 4:13:56 PM,1.555,1.163,0.793,0.946,0.609,0.711,1.127,0.927,0.777,0.912,0.842,0.683,1.151,0.938,1.199,1.038,0.922,1.215,0.776,0.993,0.781,1.036,1.004,0.855,0.739,0.921,1.188,1.913,1.226,1.067,0.73,0.797,1.233,0.924,1.115,0.803,1.698,2.29,1.712,1.57,1.515,1.088,1.762,5.721,1.489,3.361,3.307,1.21,2.554,6.59,1.841,1.286,1.342,4.428,1.208,9.978,0.77,4.073,0.973,14.522,1.386,6.902,4.566,10.953,3.892,2.677,0.929,0.963,2.81,1.342,1.981,0.81,100,973.264,88,36,1.281,1.476,1.444,1.991,1.41,1.513,1.03,1.271,0.73,4.499,2.319,2.515,1.045,1.269,2.501,,,,,,,,,,,
lw261f323,3_6       ,m,B6SJLF1/J,5XFAD,FB_AD_PAL ,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Flavio-Beraldo,PAL-Acquisition,<img src ="../assets/task_images/8000x600-flower-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-plane-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-spider-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>,,PAL Aquisition,Mouse dPAL acquisition 1 v3,36,3600,10/8/2015 4:13:59 PM,0.881,0.833,0.614,1.695,1.115,0.987,0.909,0.918,1.016,1.04,0.872,1.222,0.721,0.956,1.15,1.195,0.774,0.911,0.876,1.355,1.199,0.815,0.997,0.77,0.732,1.699,1.378,1.405,1.208,0.77,0.909,0.696,0.732,1.226,0.698,0.872,1.127,4.2,1.561,3.69,7.871,1.253,4.643,5.479,4.866,2.698,2.386,2.345,2.092,5.268,3.934,2.265,2.198,2.616,1.71,4.106,1.688,2.877,5.715,2.827,4.37,2.271,1.327,4.384,3.088,0.63,4.685,1.153,17.822,8.049,7.598,3.992,100,959.539,90,36,2.538,2.087,3.952,0.817,3.034,1.448,1.366,2.736,1.165,1.128,2.633,2.459,1.719,0.984,0.831,1.572,2.834,2.47,0.92,4.183,,,,,,
lw262f324,3_6       ,m,B6SJLF1/J,5XFAD,FB_AD_PAL ,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Flavio-Beraldo,PAL-Acquisition,<img src ="../assets/task_images/8000x600-flower-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-plane-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-spider-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>,,PAL Aquisition,Mouse dPAL acquisition 1 v3,36,3600,9/24/2015 3:52:28 PM,1.036,0.844,3.059,0.921,1.325,0.806,0.921,1.008,0.912,0.899,0.673,0.728,1.126,0.877,0.68,0.79,1.905,0.977,0.858,1.082,1.013,8.496,0.815,0.728,8.063,0.813,0.992,1.061,10.124,3.626,0.836,1.102,0.738,0.825,0.768,0.873,3.385,12.551,2.327,1.724,2.068,3.029,4.472,1.801,3.613,2.827,1.754,2.514,3.427,5.729,0.931,4.04,19.64,18.435,4.579,24.625,9.716,27.846,7.339,2.362,3.721,3.32,14.154,16.244,5.216,4.024,3.151,2.217,2.908,2.339,2.827,7.04,100,1195.607,78,36,1.372,3.255,1.452,0.906,1.394,0.888,1.838,1.158,5.395,15.094,3.058,22.026,1.74,3.548,3.747,,,,,,,,,,,
lw263f325,3_6       ,m,B6SJLF1/J,5XFAD,FB_AD_PAL ,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Flavio-Beraldo,PAL-Acquisition,<img src ="../assets/task_images/8000x600-flower-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-plane-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-spider-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>,,PAL Aquisition,Mouse dPAL acquisition 1 v3,36,3600,10/5/2015 3:50:32 PM,0.867,1.171,1.058,0.873,0.998,0.89,0.975,0.821,0.874,0.867,0.786,0.887,0.877,1.06,0.848,0.847,1.481,0.806,0.772,0.801,0.768,0.98,0.987,0.798,0.922,0.803,1.088,0.848,0.739,1.706,0.894,1.07,1.002,0.961,0.862,0.99,10.13,2.001,1.415,11.872,16.612,5.867,4.454,42.508,94.373,7.501,1.599,2.423,4.453,6.341,3.924,20.744,4.87,1.484,1.659,3.208,6.497,5.231,6.698,7.936,0.891,5.833,12.257,17.714,3.785,4.428,2.539,7.143,1.62,1.726,5.566,6.371,100,1519.443,105,36,1.653,2.327,2.573,1.263,2.604,9.686,1.436,2.053,1.793,4.048,6.39,4.141,2.21,2.082,4.769,3.956,,,,,,,,,,
